INDICATOR,GEO_PICT,TIME_PERIOD,OBS_VALUE,OBS_VALUE_WINS
BX_TRF_PWKR,VU,1985,6.62,6.62
BX_TRF_PWKR,VU,1986,6.34,6.34
BX_TRF_PWKR,VU,1987,6.07,6.07
BX_TRF_PWKR,VU,1988,5.06,5.06
BX_TRF_PWKR,VU,1989,4.75,4.75
BX_TRF_PWKR,VU,1990,4.86,4.86
BX_TRF_PWKR,VU,1991,4.5,4.5
BX_TRF_PWKR,VU,1992,6.74,6.74
BX_TRF_PWKR,VU,1993,6.01,6.01
BX_TRF_PWKR,VU,1994,7.75,7.75
BX_TRF_PWKR,VU,1995,2.46,2.46
BX_TRF_PWKR,VU,1996,13.61,13.61
BX_TRF_PWKR,VU,1997,5.69,5.69
BX_TRF_PWKR,VU,1998,2.97,2.97
BX_TRF_PWKR,VU,1999,3.59,3.59
BX_TRF_PWKR,VU,2000,4.97,4.97
BX_TRF_PWKR,VU,2001,7.15,7.15
BX_TRF_PWKR,VU,2002,1.56,1.56
BX_TRF_PWKR,VU,2003,1.27,1.27
BX_TRF_PWKR,VU,2004,1.35,1.35
BX_TRF_PWKR,VU,2005,1.29,1.29
BX_TRF_PWKR,VU,2006,1.14,1.14
BX_TRF_PWKR,VU,2007,1.07,1.07
BX_TRF_PWKR,VU,2008,1.51,1.51
BX_TRF_PWKR,VU,2009,1.94,1.94
BX_TRF_PWKR,VU,2010,1.75,1.75
BX_TRF_PWKR,VU,2011,2.83,2.83
BX_TRF_PWKR,VU,2012,2.95,2.95
BX_TRF_PWKR,VU,2013,3.13,3.13
BX_TRF_PWKR,VU,2014,5.38,5.38
BX_TRF_PWKR,VU,2015,5.43,5.43
BX_TRF_PWKR,VU,2016,6.25,6.25
BX_TRF_PWKR,VU,2017,9.77,9.77
BX_TRF_PWKR,VU,2018,12.59,12.59
BX_TRF_PWKR,VU,2019,16.24,16.24
BX_TRF_PWKR,VU,2020,13.97,13.97
BX_TRF_PWKR,VU,2021,21.03,21.03
BX_TRF_PWKR,VU,2022,19.35,19.35
BX_TRF_PWKR,VU,2023,12.87,12.87
SI_RMT_COST,FJ,2011,13.37,13.37
SI_RMT_COST,FJ,2015,9.65,9.65
SI_RMT_COST,FJ,2017,8.91,8.91
SI_RMT_COST,FJ,2018,8.55,8.55
SI_RMT_COST,FJ,2019,8.67,8.67
SI_RMT_COST,FJ,2020,7.62,7.62
SI_RMT_COST,FJ,2021,7.39,7.39
SI_RMT_COST,FJ,2022,7.64,7.64
SI_RMT_COST,FJ,2023,6.71,6.71
BX_TRF_PWKR,NR,2008,0.6,0.6
BX_TRF_PWKR,NR,2009,0.48,0.48
BX_TRF_PWKR,NR,2010,0.45,0.45
BX_TRF_PWKR,NR,2011,1.88,1.88
BX_TRF_PWKR,NR,2012,8.31,8.31
BX_TRF_PWKR,NR,2013,11.33,11.33
BX_TRF_PWKR,NR,2014,12,12
BX_TRF_PWKR,NR,2015,12.35,12.35
BX_TRF_PWKR,NR,2016,12.07,12.07
BX_TRF_PWKR,NR,2017,9.5,9.5
BX_TRF_PWKR,NR,2018,4.99,4.99
BX_TRF_PWKR,NR,2019,2.99,2.99
BX_TRF_PWKR,NR,2020,1.99,1.99
BX_TRF_PWKR,NR,2021,0.68,0.68
BX_TRF_PWKR,NR,2022,0.59,0.59
BX_TRF_PWKR,NR,2023,0.57,0.57
SL_TLF_UEM,MH,2005,25.37,25.37
SL_TLF_UEM,MH,2011,4.74,4.74
SL_TLF_UEM,MH,2019,6.34,6.34
SL_TLF_UEM,MH,2021,9.82,9.82
SL_TLF_UEM,KI,2005,7.85,7.85
SL_TLF_UEM,KI,2010,20.88,20.88
SL_TLF_UEM,KI,2015,7.63,7.63
SL_TLF_UEM,KI,2019,5.79,5.79
SL_TLF_UEM,KI,2020,7.45,7.45
SI_POV_DAY1,TV,2010,3.7,3.7
SL_TLF_UEM,NC,2014,38.39,38.39
SL_TLF_UEM,NC,2017,36.08,36.08
SL_TLF_UEM,NC,2018,39.8,39.8
SL_TLF_UEM,NC,2019,32.49,32.49
SL_TLF_UEM,NC,2020,46.23,46.23
SL_TLF_UEM,NC,2022,33.51,33.51
SL_TLF_UEM,SB,2013,0.51,0.51
SL_TLF_UEM,SB,2017,31.4,31.4
SL_EMP_EARN,VU,2010,546.13,348.74922
SI_RMT_COST,PG,2011,16.87,16.87
SL_TLF_UEM,TV,2015,43,43
SL_TLF_UEM,TV,2016,20.64,20.64
SL_TLF_UEM,TV,2017,54.86,54.86
SL_TLF_UEM,TV,2022,19.96,19.96
SL_TLF_UEM,KI,2019,7,7
SI_POV_DAY1,SB,2016,6.6,6.6
SI_POV_NAHC,PW,2013,23.2,23.2
SL_TLF_UEM,SB,2012,8.2,8.2
SL_TLF_UEM,TV,2015,13.2,13.2
SL_TLF_UEM,TV,2015,13.3,13.3
SL_EMP_EARN,CK,2019,8.38,8.38
SL_TLF_UEM,TO,2018,0.7,0.7
SL_TLF_NEET,FJ,2005,9,9
SL_TLF_NEET,FJ,2011,10,10
SL_TLF_NEET,FJ,2014,11.4,11.4
SL_TLF_NEET,FJ,2016,10.8,10.8
SL_TLF_UEM,NC,2017,13.4,13.4
SL_TLF_NEET,PG,2010,26.4,26.4
SI_POV_NAHC,VU,2019,17.1,17.1
SL_TLF_UEM,TO,2021,0.4,0.4
SL_TLF_UEM,FM,2013,56.7,56.7
SL_TLF_UEM,KI,2005,12.25,12.25
SL_TLF_UEM,KI,2010,27.63,27.63
SL_TLF_UEM,KI,2015,11.87,11.87
SL_TLF_UEM,KI,2019,8.48,8.48
SL_TLF_UEM,KI,2020,9.9,9.9
SL_EMP_EARN,WS,2012,6.24,6.24
SL_EMP_EARN,WS,2017,6.4,6.4
SL_EMP_EARN,WS,2022,18.46,18.46
SL_TLF_UEM,PW,2000,3.15,3.15
SL_TLF_UEM,PW,2014,1.08,1.08
SL_TLF_UEM,PW,2000,2.49,2.49
SL_TLF_UEM,PW,2014,0.72,0.72
SL_TLF_UEM,PW,2020,0.43,0.43
SL_TLF_UEM,TO,2021,2.4,2.4
SL_TLF_UEM,NR,2012,11.4,11.4
SL_TLF_UEM,TV,2015,14.3,14.3
SL_TLF_UEM,PW,2013,0,0
SI_POV_NAHC,TV,2010,26.3,26.3
SL_TLF_MANF,PW,2015,1.2,1.2
SI_POV_NAHC,KI,2019,24.4,24.4
SL_TLF_NEET,FM,2013,39.7,39.7
GR_G14_GDP,MH,2008,87.5,87.5
GR_G14_GDP,MH,2009,87.74,87.74
GR_G14_GDP,MH,2010,85.74,85.74
GR_G14_GDP,MH,2011,80.98,80.98
GR_G14_GDP,MH,2012,72.31,72.31
GR_G14_GDP,MH,2013,75.41,75.41
GR_G14_GDP,MH,2014,75.29,75.29
GR_G14_GDP,MH,2015,81.3,81.3
GR_G14_GDP,MH,2016,80.44,80.44
GR_G14_GDP,MH,2017,89.16,89.16
GR_G14_GDP,MH,2018,82.65,82.65
GR_G14_GDP,MH,2019,61.96,61.96
GR_G14_GDP,MH,2020,73.16,73.16
SL_TLF_UEM,PW,2000,3.53,3.53
SL_TLF_UEM,PW,2005,4.86,4.86
SL_TLF_UEM,PW,2013,0.7,0.7
SL_TLF_UEM,PW,2014,1.75,1.75
SL_TLF_UEM,PW,2020,1.04,1.04
SL_TLF_NEET,WS,2012,39.43,39.43
SL_TLF_NEET,WS,2017,22.38,22.38
SL_TLF_NEET,WS,2022,27.61,27.61
SL_TLF_UEM,KI,2015,9.55,9.55
SL_TLF_UEM,KI,2019,8.72,8.72
SL_TLF_UEM,SB,2013,0.71,0.71
SI_POV_DAY1,KI,2006,14,14
SI_POV_DAY1,KI,2019,2,2
EG_ACS_ELEC,TV,2017,99.8,99.8
EG_ACS_ELEC,TV,2018,99.9,99.9
EG_ACS_ELEC,TV,2019,99.8,99.8
EG_ACS_ELEC,TV,2020,100,100
SL_TLF_NEET,MH,2019,45.2,45.2
SL_EMP_EARN,TO,2018,7.77,7.77
SL_EMP_EARN,TO,2021,12.48,12.48
EG_ACS_ELEC,FJ,2014,76.3,76.3
EG_ACS_ELEC,FJ,2017,91.5,91.5
EG_ACS_ELEC,FJ,2018,98.8,98.8
EG_ACS_ELEC,FJ,2019,99.4,99.4
EG_ACS_ELEC,FJ,2020,100,100
SL_TLF_UEM,PW,2013,0.5,0.5
SL_TLF_MANF,CK,2016,2.4,2.4
SL_TLF_UEM,NR,2021,4.92,4.92
SI_POV_DAY1,VU,2010,13.1,13.1
SI_POV_DAY1,VU,2019,10,10
SI_POV_NAHC,VU,2019,18,18
SL_TLF_UEM,TO,2021,2.1,2.1
SL_TLF_UEM,NU,2017,0.68,0.68
SI_POV_NAHC,NC,2008,17,17
SI_POV_NAHC,PG,2009,29.3,29.3
SI_POV_NAHC,SB,2012,15.5,15.5
SL_TLF_NEET,TO,2018,27.92,27.92
SL_TLF_NEET,TO,2021,18.68,18.68
SL_EMP_EARN,MH,2019,3.91,3.91
SL_EMP_EARN,MH,2019,3.63,3.63
SL_TLF_UEM,VU,2019,2.6,2.6
SL_TLF_UEM,SB,2009,2.25,2.25
SL_TLF_UEM,SB,2012,5.3,5.3
SL_TLF_UEM,SB,2013,0.67,0.67
SL_TLF_UEM,SB,2017,25.6,25.6
SL_EMP_EARN,VU,2010,608.73,348.74922
SL_EMP_EARN,WS,2012,13.11,13.11
SL_EMP_EARN,WS,2017,17.31,17.31
SL_EMP_EARN,WS,2022,30.83,30.83
SI_POV_DAY1,NR,2012,1.3,1.3
EG_ACS_ELEC,PW,2015,98.3,98.3
EG_ACS_ELEC,PW,2017,100,100
EG_ACS_ELEC,PW,2018,100,100
EG_ACS_ELEC,PW,2019,100,100
EG_ACS_ELEC,PW,2020,100,100
SL_TLF_UEM,WS,2013,0,0
EG_ACS_ELEC,WS,2014,97.9,97.9
EG_ACS_ELEC,WS,2016,96.4,96.4
EG_ACS_ELEC,WS,2017,96.8,96.8
EG_ACS_ELEC,WS,2018,100,100
EG_ACS_ELEC,WS,2019,99.2,99.2
EG_ACS_ELEC,WS,2020,100,100
SI_POV_DAY1,SB,2016,7,7
SL_TLF_NEET,FM,2013,43.1,43.1
SL_TLF_UEM,MH,2019,3.53,3.53
SL_TLF_UEM,MH,2021,9.18,9.18
SL_TLF_UEM,MH,2019,14.17,14.17
SL_TLF_UEM,MH,2021,25.14,25.14
SL_TLF_UEM,MH,2019,8.3,8.3
SL_TLF_UEM,MH,2021,8.11,8.11
SL_TLF_UEM,PW,2013,3,3
SL_TLF_NEET,FM,2013,39.4,39.4
SL_TLF_NEET,TO,2021,25.9,25.9
SL_TLF_UEM,TO,2021,2.9,2.9
SL_EMP_EARN,MH,2019,4.16,4.16
SL_TLF_UEM,TO,2018,2.25,2.25
SL_TLF_UEM,TO,2021,2.37,2.37
SL_EMP_EARN,TO,2018,8.6,8.6
SL_EMP_EARN,TO,2021,4.42,4.42
SL_TLF_UEM,NR,2021,4.88,4.88
SL_TLF_UEM,FM,2013,19.3,19.3
SL_TLF_UEM,FM,2013,59.7,59.7
SI_POV_NAHC,VU,2019,20.8,20.8
SL_TLF_UEM,CK,2019,0.91,0.91
SL_TLF_UEM,NU,2011,2.7,2.7
SL_TLF_UEM,NU,2017,0.79,0.79
SL_TLF_UEM,NU,2022,0.65,0.65
SL_TLF_UEM,VU,2019,3.4,3.4
SI_POV_NAHC,PW,2013,21.9,21.9
SL_TLF_UEM,TO,2021,3.5,3.5
SL_TLF_UEM,NR,2012,2.5,2.5
SL_TLF_UEM,FM,2013,0,0
SL_TLF_UEM,KI,2019,5.4,5.4
SI_HEI_TOTL,FJ,2013,1.18,1.18
SL_TLF_UEM,TO,2021,0,0
SL_TLF_UEM,SB,2012,10.6,10.6
SL_TLF_UEM,SB,2013,1.05,1.05
SL_TLF_UEM,VU,2006,15.2,15.2
SL_TLF_UEM,VU,2009,9.21,9.21
SL_TLF_UEM,VU,2010,4.82,4.82
SL_TLF_UEM,VU,2019,14.44,14.44
SL_TLF_UEM,VU,2020,9.58,9.58
SL_TLF_UEM,FM,2013,21,21
SL_TLF_UEM,FM,2014,5.37,5.37
SI_POV_DAY1,PG,1996,53,53
SI_POV_DAY1,PG,2009,40,40
ST_EEV_ACCSEEA,PF,2008,0,0
ST_EEV_ACCSEEA,PF,2009,0,0
ST_EEV_ACCSEEA,PF,2010,0,0
ST_EEV_ACCSEEA,PF,2011,0,0
ST_EEV_ACCSEEA,PF,2012,0,0
ST_EEV_ACCSEEA,PF,2013,0,0
ST_EEV_ACCSEEA,PF,2014,0,0
ST_EEV_ACCSEEA,PF,2015,0,0
ST_EEV_ACCSEEA,PF,2016,0,0
ST_EEV_ACCSEEA,PF,2017,0,0
ST_EEV_ACCSEEA,PF,2018,0,0
ST_EEV_ACCSEEA,PF,2019,0,0
ST_EEV_ACCSEEA,PF,2020,0,0
ST_EEV_ACCSEEA,PF,2021,0,0
SL_TLF_UEM,WS,2013,0,0
SI_POV_NAHC,MH,2019,18.5,18.5
SL_TLF_UEM,TO,2021,1.5,1.5
SL_TLF_NEET,CK,2016,15.22,15.22
SL_TLF_NEET,CK,2019,8.33,8.33
SL_TLF_UEM,KI,2019,25.4,25.4
SI_POV_NAHC,MH,2019,2.8,2.8
SL_TLF_UEM,MH,2019,34,34
SL_TLF_UEM,SB,2012,2.1,2.1
SI_POV_NAHC,SB,2012,12.4,12.4
SI_POV_NAHC,SB,2012,12.8,12.8
SI_POV_DAY1,PG,2016,13.8,13.8
SL_TLF_UEM,MH,2019,0,0
SI_POV_NAHC,KI,2019,27,27
SI_HEI_TOTL,TO,2021,7.79,7.79
SL_TLF_UEM,SB,2012,5.6,5.6
SI_POV_NAHC,MH,2019,10.5,10.5
SI_POV_NAHC,VU,2019,2.4,2.4
SL_EMP_EARN,MH,2019,11.57,11.57
SI_POV_NAHC,KI,2019,19.7,19.7
SL_TLF_UEM,WS,2016,1.8,1.8
SI_POV_NAHC,KI,2019,24.7,24.7
SL_TLF_NEET,VU,2019,47.5,47.5
SI_POV_NAHC,KI,2019,27.2,27.2
SI_POV_NAHC,SB,2012,12.8,12.8
SI_POV_NAHC,SB,2012,9.1,9.1
GC_GOB_TAXD,SB,2011,94.29,94.29
GC_GOB_TAXD,SB,2012,89.15,89.15
GC_GOB_TAXD,SB,2013,63.68,63.68
GC_GOB_TAXD,SB,2014,64.24,64.24
GC_GOB_TAXD,SB,2015,62.08,62.08
GC_GOB_TAXD,SB,2016,60.2,60.2
GC_GOB_TAXD,SB,2017,61.33,61.33
GC_GOB_TAXD,SB,2018,73.32,73.32
GC_GOB_TAXD,SB,2019,62.44,62.44
GC_GOB_TAXD,SB,2020,52.13,52.13
GC_GOB_TAXD,SB,2021,53.36,53.36
GC_GOB_TAXD,SB,2022,67.13,67.13
SL_TLF_NEET,KI,2015,47.6,47.6
SL_TLF_NEET,KI,2019,50.43,50.43
SL_TLF_NEET,KI,2020,55.85,55.85
SL_TLF_UEM,FJ,2005,1.62,1.62
SL_TLF_UEM,FJ,2016,1.36,1.36
SL_TLF_UEM,WS,2012,7.84,7.84
SL_TLF_UEM,WS,2017,6.31,6.31
SL_TLF_UEM,WS,2022,3.49,3.49
EG_ACS_ELEC,SB,2015,67.6,67.6
EG_ACS_ELEC,SB,2017,71.1,71.1
EG_ACS_ELEC,SB,2018,73.3,73.3
EG_ACS_ELEC,SB,2019,75.3,75.3
EG_ACS_ELEC,SB,2020,77.3,77.3
SL_TLF_UEM,SB,2012,6.2,6.2
SL_TLF_UEM,KI,2019,0,0
SI_POV_NAHC,KI,2019,18.7,18.7
SI_POV_NAHC,KI,2019,25.3,25.3
SL_TLF_UEM,PW,2013,0,0
SI_POV_NAHC,SB,2012,12.1,12.1
SI_POV_NAHC,MH,2019,18,18
SI_POV_NAHC,KI,2019,19.5,19.5
SL_TLF_UEM,WS,2013,1.9,1.9
SI_POV_DAY1,PG,2016,14.3,14.3
SL_TLF_UEM,CK,2011,8.2,8.2
SL_TLF_UEM,CK,2019,1.56,1.56
SL_TLF_MANF,PF,2011,6.2,6.2
SL_TLF_MANF,PF,2023,8,8
SL_EMP_EARN,CK,2019,9.16,9.16
SI_POV_NAHC,SB,2012,11.6,11.6
SI_POV_NAHC,VU,2019,16.2,16.2
SI_POV_NAHC,FJ,2008,26.2,26.2
PSD2GDP,WS,2014,51.5,51.5
PSD2GDP,WS,2015,53.4,53.4
PSD2GDP,WS,2016,47.8,47.8
PSD2GDP,WS,2017,51.8,51.8
PSD2GDP,WS,2018,50.4,50.4
ST_EEV_ACCSEEA,NC,2008,0,0
ST_EEV_ACCSEEA,NC,2009,0,0
ST_EEV_ACCSEEA,NC,2010,0,0
ST_EEV_ACCSEEA,NC,2011,0,0
ST_EEV_ACCSEEA,NC,2012,0,0
ST_EEV_ACCSEEA,NC,2013,0,0
ST_EEV_ACCSEEA,NC,2014,0,0
ST_EEV_ACCSEEA,NC,2015,0,0
ST_EEV_ACCSEEA,NC,2016,0,0
ST_EEV_ACCSEEA,NC,2017,0,0
ST_EEV_ACCSEEA,NC,2018,0,0
ST_EEV_ACCSEEA,NC,2019,0,0
SL_TLF_UEM,PG,2010,4.3,4.3
SL_TLF_UEM,PG,2022,4.61,4.61
SL_EMP_EARN,VU,2010,266.19,266.19
SL_TLF_NEET,NC,2014,12.22,12.22
SL_TLF_NEET,NC,2017,41.97,41.97
SL_TLF_NEET,NC,2018,32.37,32.37
SL_TLF_NEET,NC,2019,28.88,28.88
SL_TLF_NEET,NC,2020,32.53,32.53
SL_TLF_NEET,NC,2022,24.39,24.39
SL_EMP_EARN,VU,2010,390.55,348.74922
SI_POV_NAHC,KI,2019,32.1,32.1
SI_POV_NAHC,PW,2013,32.2,32.2
SL_TLF_UEM,TV,2016,9.68,9.68
SL_TLF_UEM,TV,2017,18.05,18.05
SL_TLF_UEM,TV,2022,5.69,5.69
EG_ACS_ELEC,SB,2015,52.6,52.6
EG_ACS_ELEC,SB,2017,60.4,60.4
EG_ACS_ELEC,SB,2018,64,64
EG_ACS_ELEC,SB,2019,68,68
EG_ACS_ELEC,SB,2020,72,72
SL_TLF_UEM,PW,2013,0.5,0.5
SL_TLF_NEET,NR,2012,26.5,26.5
SL_TLF_NEET,NR,2013,22.1,22.1
SL_TLF_UEM,SB,2012,1.2,1.2
SL_TLF_UEM,SB,2012,4.3,4.3
SL_TLF_UEM,PW,2015,0.8,0.8
SL_TLF_NEET,KI,2019,44.6,44.6
SL_EMP_EARN,TO,2018,13.44,13.44
SL_EMP_EARN,TO,2021,9.82,9.82
SI_POV_NAHC,WS,2008,26.9,26.9
SI_POV_NAHC,WS,2013,18.8,18.8
SI_POV_NAHC,WS,2018,21.9,21.9
SL_TLF_UEM,VU,2019,22.8,22.8
SL_TLF_UEM,SB,2012,2.3,2.3
SI_POV_NAHC,MH,2019,22.2,22.2
SL_TLF_NEET,KI,2015,44.4,44.4
SL_TLF_NEET,KI,2019,49.8,49.8
SL_TLF_MANF,CK,2016,2.5,2.5
SI_POV_NAHC,KI,2019,19.8,19.8
SI_POV_NAHC,MH,2019,11,11
SI_POV_NAHC,MH,2019,10.4,10.4
PSD2GDP,CK,2014,26,26
PSD2GDP,CK,2015,25,25
PSD2GDP,CK,2016,23.5,23.5
PSD2GDP,CK,2017,21,21
PSD2GDP,CK,2018,18.8,18.8
SL_TLF_UEM,WS,2001,4.96,4.96
SL_TLF_UEM,WS,2006,1.29,1.29
SL_TLF_UEM,WS,2011,5.68,5.68
SL_TLF_UEM,WS,2012,8.75,8.75
SL_TLF_UEM,WS,2013,2,2
SL_TLF_UEM,WS,2014,8.72,8.72
SL_TLF_UEM,WS,2017,9.4,9.4
SL_TLF_UEM,WS,2018,10.8,10.8
SL_TLF_UEM,WS,2022,5.05,5.05
SL_TLF_UEM,KI,2005,39.33,39.33
SL_TLF_UEM,KI,2010,54.02,54.02
SL_TLF_UEM,KI,2015,17.12,17.12
SL_TLF_UEM,KI,2019,22.29,22.29
SL_TLF_UEM,KI,2020,27.01,27.01
GC_GOB_TAXD,PG,2000,62.68,62.68
GC_GOB_TAXD,PG,2001,86.51,86.51
GC_GOB_TAXD,PG,2002,83.59,83.59
GC_GOB_TAXD,PG,2014,66.21,66.21
GC_GOB_TAXD,PG,2015,65.07,65.07
GC_GOB_TAXD,PG,2016,62.07,62.07
GC_GOB_TAXD,PG,2017,68.63,68.63
GC_GOB_TAXD,PG,2018,64.93,64.93
GC_GOB_TAXD,PG,2019,60.53,60.53
GC_GOB_TAXD,PG,2020,50.53,50.53
GC_GOB_TAXD,PG,2021,55.29,55.29
GC_GOB_TAXD,PG,2022,67.46,67.46
GC_GOB_TAXD,PG,2023,71.61,71.61
SI_POV_DAY1,TO,2009,1.13,1.13
SI_POV_DAY1,TO,2015,1.59,1.59
SI_POV_DAY1,TO,2021,0,0
SL_EMP_EARN,WS,2012,5.43,5.43
SL_EMP_EARN,WS,2017,4.84,4.84
SL_EMP_EARN,WS,2022,7.61,7.61
SI_POV_DAY1,SB,2005,50.6,50.6
SI_POV_DAY1,SB,2012,27,27
SI_POV_DAY1,SB,2013,25.1,25.1
SL_TLF_UEM,FJ,2004,6,6
SL_TLF_UEM,FJ,2005,5.16,5.16
SL_TLF_UEM,FJ,2011,4.62,4.62
SL_TLF_UEM,FJ,2014,8.51,8.51
SL_TLF_UEM,FJ,2016,5.54,5.54
SL_TLF_UEM,FJ,2017,2.9,2.9
SI_POV_DAY1,SB,2012,27,27
SL_TLF_UEM,TO,2003,3.79,3.79
SL_TLF_UEM,TO,2017,3.3,3.3
SL_TLF_UEM,TO,2018,1.61,1.61
SL_TLF_UEM,TO,2021,1.77,1.77
SL_TLF_MANF,FM,2013,1,1
SL_TLF_UEM,VU,2019,1.1,1.1
SL_TLF_UEM,VU,2020,1.2,1.2
EG_ACS_ELEC,CK,2015,100,100
EG_ACS_ELEC,CK,2016,99.9,99.9
EG_ACS_ELEC,CK,2017,100,100
EG_ACS_ELEC,CK,2018,100,100
EG_ACS_ELEC,CK,2019,100,100
EG_ACS_ELEC,CK,2020,100,100
SI_POV_NAHC,FJ,2008,44,44
SI_POV_NAHC,PW,2013,20.5,20.5
SI_POV_NAHC,VU,2019,13.4,13.4
SL_TLF_MANF,FM,2013,1.5,1.5
SL_EMP_EARN,TO,2018,10.99,10.99
SL_EMP_EARN,TO,2021,19.63,19.63
SPC_8_9_1,PW,2008,17.47299,17.47299
SPC_8_9_1,PW,2009,17.89294,17.89294
SPC_8_9_1,PW,2010,18.6892,18.6892
SPC_8_9_1,PW,2011,21.52718,21.52718
SPC_8_9_1,PW,2012,23.51177,23.51177
SPC_8_9_1,PW,2013,24.82607,24.82607
SPC_8_9_1,PW,2014,25.70048,25.70048
SPC_8_9_1,PW,2015,26.39814,26.39814
SPC_8_9_1,PW,2016,24.65382,24.65382
SPC_8_9_1,PW,2017,21.92255,21.92255
SPC_8_9_1,PW,2018,19.97486,19.97486
SPC_8_9_1,PW,2019,18.1375,18.1375
SPC_8_9_1,PW,2020,9.75938,9.75938
SL_TLF_UEM,MH,2019,7.3,7.3
SL_EMP_EARN,CK,2019,12.84,12.84
EG_ACS_ELEC,CK,2016,100,100
EG_ACS_ELEC,CK,2017,100,100
EG_ACS_ELEC,CK,2018,100,100
EG_ACS_ELEC,CK,2019,100,100
EG_ACS_ELEC,CK,2020,100,100
EG_ACS_ELEC,PG,2014,11.9,11.9
EG_ACS_ELEC,PG,2016,15.5,15.5
EG_ACS_ELEC,PG,2017,50.5,50.5
EG_ACS_ELEC,PG,2018,51.8,51.8
EG_ACS_ELEC,PG,2019,56.1,56.1
EG_ACS_ELEC,PG,2020,56.8,56.8
SI_POV_NAHC,KI,2019,17,17
SL_TLF_MANF,TO,2016,3.9,3.9
SL_TLF_NEET,VU,2009,32.4,32.4
SL_TLF_NEET,VU,2019,46,46
SI_POV_NAHC,MH,2019,3.2,3.2
SL_TLF_UEM,TV,2015,19.5,19.5
SL_TLF_UEM,TV,2015,8.1,8.1
PSD2GDP,TV,2014,59.8,59.8
PSD2GDP,TV,2015,59.9,59.9
PSD2GDP,TV,2016,47.2,47.2
PSD2GDP,TV,2017,37,37
PSD2GDP,TV,2018,28.2,28.2
SL_TLF_NEET,PW,2000,27.23,27.23
SL_TLF_NEET,PW,2014,13.26,13.26
SL_TLF_NEET,PW,2020,18.04,18.04
SL_TLF_UEM,CK,2011,6.43,6.43
SL_TLF_UEM,CK,2016,0.32,0.32
SL_TLF_UEM,CK,2019,0.82,0.82
NY_GDP_PCAP,NR,2000,-6.7,-5.1
NY_GDP_PCAP,NR,2001,-6.4,-5.1
NY_GDP_PCAP,NR,2002,-9.5,-5.1
NY_GDP_PCAP,NR,2003,0.5,0.5
NY_GDP_PCAP,NR,2004,-4.3,-4.3
NY_GDP_PCAP,NR,2005,-12,-5.1
NY_GDP_PCAP,NR,2006,-19.6,-5.1
NY_GDP_PCAP,NR,2007,0.5,0.5
NY_GDP_PCAP,NR,2008,95.8,95.8
NY_GDP_PCAP,NR,2009,-18.2,-5.1
NY_GDP_PCAP,NR,2010,8.4,8.4
NY_GDP_PCAP,NR,2011,12.9,12.9
NY_GDP_PCAP,NR,2012,9.8,9.8
NY_GDP_PCAP,NR,2013,7.5,7.5
NY_GDP_PCAP,NR,2014,33.7,33.7
NY_GDP_PCAP,NR,2015,0.8,0.8
NY_GDP_PCAP,NR,2016,2.5,2.5
NY_GDP_PCAP,NR,2017,-7.5,-5.1
NY_GDP_PCAP,NR,2018,-2.5,-2.5
NY_GDP_PCAP,NR,2019,7.5,7.5
NY_GDP_PCAP,NR,2020,1.5,1.5
NY_GDP_PCAP,NR,2021,6.6,6.6
NY_GDP_PCAP,NR,2022,2,2
NY_GDP_PCAP,NR,2023,0,0
SL_EMP_EARN,WS,2012,7.64,7.64
SL_EMP_EARN,WS,2017,9.99,9.99
SL_EMP_EARN,WS,2022,18.39,18.39
SL_TLF_UEM,PF,2002,6.59,6.59
SL_TLF_UEM,PF,2007,6.88,6.88
SL_TLF_UEM,PF,2017,10.9,10.9
SL_TLF_UEM,FM,2014,9.07,9.07
SL_EMP_EARN,WS,2012,5.76,5.76
SL_EMP_EARN,WS,2017,5.02,5.02
SL_EMP_EARN,WS,2022,7.84,7.84
SL_TLF_UEM,WS,2012,10.27,10.27
SL_TLF_UEM,WS,2017,14.51,14.51
SL_TLF_UEM,WS,2022,7.77,7.77
SL_TLF_UEM,VU,2019,8.8,8.8
SI_POV_DAY1,KI,2019,2,2
SL_TLF_UEM,WS,2013,0,0
SL_TLF_UEM,PW,2020,1.05,1.05
SL_TLF_MANF,CK,2016,1.4,1.4
SL_EMP_EARN,TO,2018,8.2,8.2
SL_EMP_EARN,TO,2021,4.18,4.18
SL_EMP_EARN,MH,2019,4.03,4.03
SPC_1_2_2,TO,2016,27,27
SL_TLF_NEET,FM,2013,40.2,40.2
SL_TLF_UEM,WS,2013,1,1
SL_TLF_UEM,VU,2019,9.4,9.4
SL_TLF_UEM,WS,2013,1.3,1.3
SI_POV_NAHC,MH,2019,3.8,3.8
BX_TRF_PWKR,PG,1976,0.92,0.92
BX_TRF_PWKR,PG,1977,0.53,0.53
BX_TRF_PWKR,PG,1978,0.47,0.47
BX_TRF_PWKR,PG,1979,0.4,0.4
BX_TRF_PWKR,PG,1980,0.21,0.21
BX_TRF_PWKR,PG,1981,0.19,0.19
BX_TRF_PWKR,PG,1982,0.26,0.26
BX_TRF_PWKR,PG,1983,0.17,0.17
BX_TRF_PWKR,PG,1984,0.21,0.21
BX_TRF_PWKR,PG,1985,0.23,0.23
BX_TRF_PWKR,PG,1986,0.26,0.26
BX_TRF_PWKR,PG,1987,0.43,0.43
BX_TRF_PWKR,PG,1988,0.27,0.27
BX_TRF_PWKR,PG,1989,0.2,0.2
