INDICATOR,GEO_PICT,TIME_PERIOD,OBS_VALUE,OBS_VALUE_WINS
SL_TLF_UEM,FJ,2005,5.31,5.31
SL_TLF_UEM,FJ,2011,4.81,4.81
SL_TLF_UEM,FJ,2014,8.73,8.73
SL_TLF_UEM,WS,2001,5.09,5.09
SL_TLF_UEM,WS,2012,8.99,8.99
SL_TLF_UEM,WS,2014,8.96,8.96
SL_TLF_UEM,WS,2017,14.88,14.88
SL_TLF_UEM,MH,2011,4.87,4.87
SL_TLF_UEM,MH,2019,7.26,7.26
SL_TLF_UEM,MH,2021,8.86,8.86
SL_TLF_UEM,CK,2011,15.61,15.61
SL_TLF_UEM,CK,2016,2.05,2.05
SL_TLF_UEM,CK,2019,4.64,4.64
SI_POV_DAY1,PG,2009,46,46
SL_EMP_EARN,WS,2012,8.07,8.07
SL_EMP_EARN,WS,2017,8.15,8.15
SL_EMP_EARN,WS,2022,11.49,11.49
SL_TLF_UEM,SB,2013,0.44,0.44
SL_TLF_UEM,SB,2017,32.9,32.9
SL_TLF_UEM,NC,2014,9.82,9.82
SL_TLF_UEM,NC,2017,6.82,6.82
SL_TLF_UEM,NC,2018,7.92,7.92
SL_TLF_UEM,NC,2019,7.88,7.88
SL_TLF_UEM,NC,2020,9.86,9.86
SL_TLF_UEM,NC,2022,7.56,7.56
SL_TLF_UEM,TV,2017,25.71,25.71
SL_TLF_UEM,TV,2022,6.65,6.65
EG_ACS_ELEC,PG,2014,76.4,76.4
EG_ACS_ELEC,PG,2016,72.7,72.7
EG_ACS_ELEC,PG,2017,80.5,80.5
EG_ACS_ELEC,PG,2018,81.7,81.7
EG_ACS_ELEC,PG,2019,82.8,82.8
EG_ACS_ELEC,PG,2020,83.6,83.6
SL_TLF_UEM,VU,2019,4.8,4.8
SL_TLF_NEET,VU,2019,31.4,31.4
SL_TLF_UEM,WS,2013,2.1,2.1
SI_POV_NAHC,PW,2013,25,25
EG_ACS_ELEC,CK,2016,99.9,99.9
SL_TLF_UEM,TV,2015,12.9,12.9
SL_EMP_EARN,MH,2019,4.57,4.57
SL_TLF_UEM,TV,2015,23.3,23.3
SL_TLF_UEM,FM,2013,12.5,12.5
GR_G14_GDP,NR,2014,94.63,94.63
GR_G14_GDP,NR,2015,97.23,97.23
GR_G14_GDP,NR,2016,99.74,99.74
GR_G14_GDP,NR,2017,100.46,100.46
GR_G14_GDP,NR,2018,119.19,119.19
GR_G14_GDP,NR,2019,148.72,148.72
GR_G14_GDP,NR,2020,170.22,170.22
SL_TLF_UEM,FJ,2005,1.49,1.49
SL_TLF_UEM,FJ,2016,1.84,1.84
SL_TLF_UEM,NR,2002,31.55,31.55
SL_TLF_UEM,NR,2012,26.7,26.7
SL_TLF_UEM,NR,2013,20.91,20.91
SL_TLF_UEM,NR,2021,10.57,10.57
SI_POV_DAY1,PG,2009,40,40
SL_TLF_UEM,PG,2010,2.68,2.68
SL_TLF_UEM,PG,2022,3.14,3.14
SL_TLF_UEM,PG,2010,0.91,0.91
SL_TLF_NEET,FM,2013,33,33
SL_TLF_UEM,VU,2019,6.7,6.7
EG_ACS_ELEC,PF,2017,100,100
EG_ACS_ELEC,PF,2018,100,100
EG_ACS_ELEC,PF,2019,100,100
EG_ACS_ELEC,PF,2020,100,100
SL_TLF_UEM,PW,2013,0,0
SL_TLF_UEM,PW,2013,0,0
SL_TLF_UEM,TO,2021,0.9,0.9
SL_TLF_UEM,FM,2013,11.4,11.4
SL_EMP_EARN,TO,2018,14.76,14.76
SL_EMP_EARN,TO,2021,10.01,10.01
SI_POV_NAHC,VU,2019,17.2,17.2
SL_TLF_UEM,NR,2012,14.9,14.9
EG_ACS_ELEC,PW,2015,98.3,98.3
EG_ACS_ELEC,PW,2017,100,100
EG_ACS_ELEC,PW,2018,100,100
EG_ACS_ELEC,PW,2019,100,100
EG_ACS_ELEC,PW,2020,100,100
SL_TLF_UEM,TO,2021,0.2,0.2
SL_TLF_UEM,TO,2021,3,3
SI_POV_NAHC,VU,2019,3,3
SL_TLF_UEM,PW,2013,0.7,0.7
SL_TLF_MANF,TO,2018,20.2,20.2
SI_POV_NAHC,VU,2019,21.4,21.4
SI_POV_NAHC,VU,2019,16.6,16.6
SI_POV_NAHC,VU,2019,22.1,22.1
SL_EMP_EARN,MH,2019,5.76,5.76
SL_TLF_UEM,CK,2001,14.84,14.84
SL_TLF_UEM,CK,2006,9.43,9.43
SL_TLF_UEM,CK,2011,8.11,8.11
SL_TLF_UEM,CK,2016,1,1
SL_TLF_UEM,CK,2019,0.9,0.9
SL_TLF_UEM,PG,2010,2.09,2.09
SL_TLF_UEM,PG,2022,2.8,2.8
SL_EMP_EARN,VU,2010,299.09,299.09
SL_TLF_UEM,NR,2002,22.76,22.76
SL_TLF_UEM,NR,2011,22.96,22.96
SL_TLF_UEM,NR,2012,16.8,16.8
SL_TLF_UEM,NR,2013,13.28,13.28
SL_TLF_UEM,NR,2021,5.06,5.06
GR_G14_GDP,VU,2009,26.72,26.72
GR_G14_GDP,VU,2010,25.72,25.72
GR_G14_GDP,VU,2011,25.32,25.32
GR_G14_GDP,VU,2012,22.73,22.73
GR_G14_GDP,VU,2013,22.59,22.59
GR_G14_GDP,VU,2014,24.18,24.18
GR_G14_GDP,VU,2015,33.73,33.73
GR_G14_GDP,VU,2016,34.81,34.81
GR_G14_GDP,VU,2017,34.2,34.2
GR_G14_GDP,VU,2018,38.46,38.46
GR_G14_GDP,VU,2019,41.81,41.81
GR_G14_GDP,VU,2020,37.68,37.68
GR_G14_GDP,VU,2021,43.67,43.67
GR_G14_GDP,VU,2022,31.82,31.82
GR_G14_GDP,VU,2023,35.71,35.71
SL_TLF_UEM,CK,2011,8.49,8.49
SL_TLF_UEM,CK,2019,1.69,1.69
SL_TLF_UEM,KI,2005,10.06,10.06
SL_TLF_UEM,KI,2010,22.84,22.84
SL_TLF_UEM,KI,2015,5.31,5.31
SL_TLF_UEM,KI,2019,5.73,5.73
SL_TLF_UEM,KI,2020,8.48,8.48
SL_TLF_UEM,PW,2013,0,0
SL_TLF_UEM,TV,2016,5.45,5.45
SL_TLF_UEM,TV,2017,17.79,17.79
SL_TLF_UEM,TV,2022,4.76,4.76
SL_TLF_MANF,FM,2013,2.8,2.8
SL_TLF_UEM,TV,2016,8.72,8.72
SI_POV_NAHC,PW,2013,12.2,12.2
SI_POV_NAHC,MH,2019,5.9,5.9
SI_POV_DAY1,PG,2016,17.7,17.7
EG_ACS_ELEC,TV,2016,97.3,97.3
EG_ACS_ELEC,TV,2017,98.9,98.9
EG_ACS_ELEC,TV,2018,99.1,99.1
EG_ACS_ELEC,TV,2019,99.7,99.7
EG_ACS_ELEC,TV,2020,99.7,99.7
SI_POV_NAHC,PW,2013,18,18
SL_EMP_EARN,TO,2018,12.49,12.49
SL_EMP_EARN,TO,2021,12.2,12.2
SL_TLF_UEM,NR,2011,22.4,22.4
SL_TLF_UEM,VU,2019,7.4,7.4
SI_POV_NAHC,MH,2019,3.1,3.1
SL_TLF_UEM,PW,2013,0,0
SI_POV_NAHC,MH,2019,4.4,4.4
SL_TLF_UEM,TO,2021,2.3,2.3
SI_POV_NAHC,PW,2013,18.8,18.8
SI_POV_NAHC,PW,2013,27.7,27.7
SI_POV_NAHC,MH,2019,2.1,2.1
SL_TLF_UEM,PW,2013,0.8,0.8
SL_EMP_EARN,MH,2019,3.42,3.42
SI_POV_DAY1,PG,2016,15.4,15.4
SI_POV_NAHC,VU,2019,15.6,15.6
SI_POV_NAHC,KI,2019,19.6,19.6
SL_TLF_UEM,FM,2013,5.7,5.7
SL_EMP_EARN,VU,2010,445.11,348.74922
SL_TLF_UEM,WS,2001,6.3,6.3
SL_TLF_UEM,WS,2012,10.53,10.53
SL_TLF_UEM,WS,2014,10.54,10.54
SL_TLF_UEM,WS,2017,21.84,21.84
SL_TLF_UEM,PW,2005,4.2,4.2
SL_TLF_UEM,PW,2020,0.77,0.77
SL_EMP_EARN,CK,2019,8.6,8.6
SL_TLF_UEM,MH,2011,39.4,39.4
SL_TLF_UEM,MH,2019,4.28,4.28
SL_TLF_UEM,MH,2021,11.46,11.46
SL_TLF_UEM,SB,2012,6,6
SL_TLF_UEM,FM,2013,0,0
SL_TLF_UEM,SB,2012,8,8
SL_EMP_EARN,MH,2019,3.89,3.89
SL_TLF_UEM,FM,2013,0,0
SI_POV_NAHC,KI,2019,26.6,26.6
SL_TLF_UEM,TV,2015,11.1,11.1
SL_TLF_UEM,TO,2021,3.2,3.2
SL_TLF_NEET,NU,2016,0,0
SL_TLF_UEM,MH,2019,22.2,22.2
SL_TLF_NEET,TO,2021,21.7,21.7
SL_TLF_NEET,FM,2013,41.9,41.9
PSD2GDP,KI,2014,0,0
PSD2GDP,KI,2015,0,0
PSD2GDP,KI,2016,21.9,21.9
PSD2GDP,KI,2017,21.6,21.6
PSD2GDP,KI,2018,20.6,20.6
SL_TLF_UEM,KI,2015,5.72,5.72
SL_TLF_UEM,KI,2019,8.61,8.61
SL_TLF_UEM,KI,2020,12.52,12.52
GC_GOB_TAXD,FM,2008,18.75,18.75
GC_GOB_TAXD,FM,2009,14.65,14.65
GC_GOB_TAXD,FM,2010,13.66,13.66
GC_GOB_TAXD,FM,2011,15.24,15.24
GC_GOB_TAXD,FM,2012,14.43,14.43
GC_GOB_TAXD,FM,2013,19.47,19.47
GC_GOB_TAXD,FM,2014,56.3,56.3
GC_GOB_TAXD,FM,2015,22.86,22.86
GC_GOB_TAXD,FM,2016,19.64,19.64
GC_GOB_TAXD,FM,2017,30.74,30.74
GC_GOB_TAXD,FM,2018,93.61,93.61
GC_GOB_TAXD,FM,2019,67.58,67.58
GC_GOB_TAXD,FM,2020,23.42,23.42
GC_GOB_TAXD,PW,2008,29.26,29.26
GC_GOB_TAXD,PW,2009,26.7,26.7
GC_GOB_TAXD,PW,2010,26.06,26.06
GC_GOB_TAXD,PW,2011,28.85,28.85
GC_GOB_TAXD,PW,2012,29.17,29.17
GC_GOB_TAXD,PW,2013,30.8,30.8
GC_GOB_TAXD,PW,2014,31.4,31.4
GC_GOB_TAXD,PW,2015,35.95,35.95
GC_GOB_TAXD,PW,2016,34.5,34.5
GC_GOB_TAXD,PW,2017,36.59,36.59
GC_GOB_TAXD,PW,2018,35.99,35.99
GC_GOB_TAXD,PW,2019,28.33,28.33
GC_GOB_TAXD,PW,2020,30.73,30.73
SL_TLF_UEM,PF,2002,13.37,13.37
SL_TLF_UEM,PF,2007,12.8,12.8
SL_TLF_UEM,PF,2017,18.2,18.2
SL_TLF_UEM,PF,2019,16.4,16.4
SL_TLF_UEM,PF,2022,9.6,9.6
SL_TLF_UEM,WS,2012,4.52,4.52
SL_TLF_UEM,WS,2017,3.4,3.4
SL_TLF_UEM,WS,2018,0.5,0.5
SL_TLF_UEM,VU,2006,8.01,8.01
SL_TLF_UEM,VU,2009,4.57,4.57
SL_TLF_UEM,VU,2010,1.85,1.85
SL_TLF_UEM,VU,2017,3.5,3.5
SL_TLF_UEM,VU,2019,5.45,5.45
SL_TLF_UEM,VU,2020,4.05,4.05
SL_EMP_EARN,WS,2012,41.27,41.27
SL_TLF_UEM,FJ,2005,3.97,3.97
SL_TLF_UEM,FJ,2011,4.64,4.64
SL_TLF_UEM,FJ,2016,4.5,4.5
SL_TLF_UEM,FM,2013,58.5,58.5
SL_TLF_UEM,FM,2014,10.38,10.38
SPC_8_9_1,KI,2008,0.57,0.57
SPC_8_9_1,KI,2009,0.61,0.61
SPC_8_9_1,KI,2010,0.52,0.52
SPC_8_9_1,KI,2011,0.58,0.58
SPC_8_9_1,KI,2012,0.51,0.51
SPC_8_9_1,KI,2013,0.53,0.53
SPC_8_9_1,KI,2014,0.5,0.5
SPC_8_9_1,KI,2015,0.51,0.51
SPC_8_9_1,KI,2016,0.6,0.6
SPC_8_9_1,KI,2017,0.76,0.76
SPC_8_9_1,KI,2018,0.69,0.69
SPC_8_9_1,KI,2019,0.72,0.72
EG_ACS_ELEC,NU,2017,100,100
EG_ACS_ELEC,NU,2018,100,100
EG_ACS_ELEC,NU,2019,100,100
EG_ACS_ELEC,NU,2020,100,100
SL_EMP_EARN,CK,2019,9.9,9.9
SI_POV_DAY1,FJ,2013,1.3,1.3
SI_POV_DAY1,FJ,2019,1.3,1.3
SL_TLF_MANF,CK,2019,3.8,3.8
EG_ACS_ELEC,WS,2014,99.4,99.4
EG_ACS_ELEC,WS,2017,99.9,99.9
EG_ACS_ELEC,WS,2018,100,100
EG_ACS_ELEC,WS,2019,99.9,99.9
EG_ACS_ELEC,WS,2020,100,100
SL_TLF_NEET,PW,2013,9.8,9.8
SL_TLF_UEM,SB,2012,5,5
SL_TLF_NEET,WS,2013,31.2,31.2
EG_ACS_ELEC,FM,2014,56.8,56.8
EG_ACS_ELEC,FM,2017,73.6,73.6
EG_ACS_ELEC,FM,2018,75.5,75.5
EG_ACS_ELEC,FM,2019,77.1,77.1
EG_ACS_ELEC,FM,2020,78.8,78.8
SI_POV_NAHC,VU,2019,4.9,4.9
SL_TLF_MANF,NC,2014,11.6,11.6
SL_TLF_MANF,NC,2017,11,11
SL_TLF_MANF,NC,2019,2.5,2.5
SL_TLF_MANF,NC,2020,3.4,3.4
SI_POV_NAHC,SB,2012,9.8,9.8
SL_EMP_EARN,TO,2018,23.22,23.22
SL_EMP_EARN,TO,2021,14.25,14.25
SL_TLF_UEM,TO,2021,6.8,6.8
SI_POV_NAHC,VU,2019,2,2
SI_POV_NAHC,KI,2019,20.9,20.9
SL_TLF_UEM,MH,2019,0.8,0.8
SI_POV_NAHC,SB,2012,13.2,13.2
SL_TLF_UEM,MH,2019,5.1,5.1
SI_POV_NAHC,KI,2019,25.6,25.6
SL_TLF_UEM,MH,2019,0,0
SL_TLF_UEM,PG,2000,3,3
SI_POV_DAY1,NR,2012,2.1,2.1
SL_TLF_UEM,SB,2013,0.57,0.57
SL_TLF_UEM,SB,2017,30.3,30.3
SI_POV_DAY1,TO,2000,3.1,3.1
SI_POV_DAY1,TO,2009,1,1
SI_POV_DAY1,TO,2015,1.8,1.8
SI_POV_DAY1,TO,2016,3.1,3.1
SI_POV_DAY1,TO,2021,0,0
SL_TLF_NEET,SB,1999,62.57,62.57
SL_TLF_NEET,SB,2013,8.94,8.94
SL_TLF_NEET,VU,2006,22.13,22.13
SL_TLF_NEET,VU,2009,20.1,20.1
SL_TLF_NEET,VU,2010,27.24,27.24
SL_TLF_NEET,VU,2019,30.13,30.13
SL_TLF_NEET,VU,2020,44.93,44.93
SL_EMP_EARN,WS,2012,7.62,7.62
SL_EMP_EARN,WS,2017,7.68,7.68
SL_EMP_EARN,WS,2022,9.36,9.36
SL_TLF_UEM,TO,2003,7.41,7.41
SL_TLF_UEM,TO,2017,6.9,6.9
SL_TLF_UEM,TO,2018,3.11,3.11
SL_TLF_UEM,TO,2021,2.52,2.52
SL_EMP_EARN,TO,2018,15.9,15.9
SL_EMP_EARN,TO,2021,5.77,5.77
SL_TLF_NEET,WS,2012,39.3,39.3
SL_TLF_NEET,WS,2013,25.1,25.1
SL_TLF_NEET,WS,2017,34.6,34.6
SL_EMP_EARN,TO,2018,28.84,28.84
SL_EMP_EARN,TO,2021,11.88,11.88
SPC_17_3_1,FM,2014,20.2093,20.2093
SPC_17_3_1,FM,2015,0,0
SPC_17_3_1,FM,2016,0,0
SPC_17_3_1,FM,2017,0,0
SPC_17_3_1,FM,2018,0,0
SPC_17_3_1,FM,2019,0,0
SL_TLF_NEET,TO,2016,35.2,35.2
SL_TLF_NEET,TO,2018,31.52,31.52
SL_TLF_NEET,TO,2021,24.1,24.1
SI_POV_NAHC,CK,2006,28.4,28.4
SL_TLF_MANF,NU,2016,0.8,0.8
SL_TLF_UEM,MH,2019,4.7,4.7
SL_TLF_NEET,SB,2012,32.5,32.5
SL_TLF_NEET,SB,2013,6.3,6.3
SI_POV_NAHC,PW,2013,14.5,14.5
SL_EMP_EARN,CK,2019,8.54,8.54
SI_POV_NAHC,SB,2012,10,10
SL_TLF_UEM,PW,2013,0.2,0.2
SL_TLF_UEM,KI,2019,7.4,7.4
SL_TLF_UEM,MH,2019,4.1,4.1
ST_EEV_ACCSEEA,WS,2008,0,0
ST_EEV_ACCSEEA,WS,2009,0,0
ST_EEV_ACCSEEA,WS,2010,0,0
ST_EEV_ACCSEEA,WS,2011,0,0
ST_EEV_ACCSEEA,WS,2012,0,0
ST_EEV_ACCSEEA,WS,2013,1,1
ST_EEV_ACCSEEA,WS,2014,2,2
ST_EEV_ACCSEEA,WS,2015,2,2
ST_EEV_ACCSEEA,WS,2016,2,2
ST_EEV_ACCSEEA,WS,2017,1,1
ST_EEV_ACCSEEA,WS,2018,1,1
ST_EEV_ACCSEEA,WS,2019,1,1
ST_EEV_ACCSEEA,WS,2020,2,2
ST_EEV_ACCSEEA,WS,2021,1,1
ST_EEV_ACCSEEA,WS,2022,2,2
SL_TLF_UEM,FJ,2005,7.09,7.09
SL_TLF_UEM,FJ,2011,12.14,12.14
SL_TLF_UEM,FJ,2014,13.86,13.86
SL_TLF_UEM,FJ,2016,11.86,11.86
SL_TLF_UEM,KI,2015,2.56,2.56
SL_TLF_UEM,KI,2019,4.6,4.6
SL_TLF_UEM,KI,2020,7.72,7.72
SL_EMP_EARN,WS,2012,6.38,6.38
SL_EMP_EARN,WS,2017,5.5,5.5
SL_EMP_EARN,WS,2022,6.65,6.65
SL_TLF_UEM,NR,2002,46.1,46.1
SL_TLF_UEM,NR,2012,47.7,47.7
SL_TLF_UEM,NR,2013,37.5,37.5
SL_TLF_UEM,NR,2021,14.45,14.45
SL_TLF_UEM,VU,2009,4.13,4.13
SL_TLF_UEM,VU,2019,4.53,4.53
SL_TLF_UEM,VU,2020,4.05,4.05
SL_TLF_UEM,MH,2019,25.68,25.68
SL_TLF_UEM,MH,2021,24.91,24.91
SL_TLF_MANF,TV,2016,3.7,3.7
SI_POV_NAHC,SB,2012,15.2,15.2
SL_TLF_UEM,WS,2013,0,0
SL_TLF_UEM,KI,2019,5.2,5.2
SL_EMP_EARN,MH,2019,5.3,5.3
SL_TLF_UEM,TO,2017,10.9,10.9
SL_TLF_UEM,TO,2018,6.67,6.67
SL_TLF_UEM,TO,2021,6.36,6.36
SL_TLF_UEM,TV,2015,4.8,4.8
SL_TLF_MANF,PW,2015,1.7,1.7
GR_G14_GDP,NC,2012,15,15
SL_TLF_UEM,TO,2021,3.4,3.4
SL_TLF_UEM,WS,2013,1.4,1.4
SL_TLF_NEET,TV,2015,35.3,35.3
SL_TLF_UEM,PW,2013,0,0
SL_TLF_UEM,SB,2012,0,0
SL_EMP_EARN,MH,2019,3.81,3.81
SL_EMP_EARN,WS,2012,5.76,5.76
SL_EMP_EARN,WS,2017,6.3,6.3
SL_EMP_EARN,WS,2022,17.99,17.99
GC_GOB_TAXD,FJ,2004,79.31,79.31
GC_GOB_TAXD,FJ,2005,78.06,78.06
GC_GOB_TAXD,FJ,2006,81.42,81.42
GC_GOB_TAXD,FJ,2007,75.57,75.57
GC_GOB_TAXD,FJ,2008,93.99,93.99
GC_GOB_TAXD,FJ,2009,78.54,78.54
GC_GOB_TAXD,FJ,2010,80.84,80.84
GC_GOB_TAXD,FJ,2011,83.91,83.91
GC_GOB_TAXD,FJ,2012,83.13,83.13
GC_GOB_TAXD,FJ,2013,86.11,86.11
GC_GOB_TAXD,FJ,2014,78.78,78.78
GC_GOB_TAXD,FJ,2015,80.03,80.03
GC_GOB_TAXD,FJ,2016,87.23,87.23
GC_GOB_TAXD,FJ,2017,86.46,86.46
GC_GOB_TAXD,FJ,2018,76.97,76.97
GC_GOB_TAXD,FJ,2019,78.27,78.27
GC_GOB_TAXD,FJ,2020,59.64,59.64
GC_GOB_TAXD,FJ,2021,43.77,43.77
GC_GOB_TAXD,FJ,2022,60.03,60.03
GC_GOB_TAXD,FJ,2023,71.52,71.52
NY_GDP_PCAP,PF,2000,3.5,3.5
NY_GDP_PCAP,PF,2001,-0.2,-0.2
NY_GDP_PCAP,PF,2002,0.6,0.6
NY_GDP_PCAP,PF,2003,1.9,1.9
NY_GDP_PCAP,PF,2004,0.6,0.6
NY_GDP_PCAP,PF,2005,-0.1,-0.1
NY_GDP_PCAP,PF,2006,-0.5,-0.5
NY_GDP_PCAP,PF,2007,0.5,0.5
NY_GDP_PCAP,PF,2008,-0.7,-0.7
NY_GDP_PCAP,PF,2009,-4.6,-4.6
NY_GDP_PCAP,PF,2010,-2.9,-2.9
NY_GDP_PCAP,PF,2011,-3.4,-3.4
NY_GDP_PCAP,PF,2012,-1.4,-1.4
NY_GDP_PCAP,PF,2013,-0.2,-0.2
NY_GDP_PCAP,PF,2014,0,0
NY_GDP_PCAP,PF,2015,1.3,1.3
NY_GDP_PCAP,PF,2016,1.8,1.8
NY_GDP_PCAP,PF,2017,4,4
NY_GDP_PCAP,PF,2018,1.8,1.8
NY_GDP_PCAP,PF,2019,3,3
NY_GDP_PCAP,PF,2020,-7,-5.1
NY_GDP_PCAP,PF,2021,1.9,1.9
NY_GDP_PCAP,PF,2022,4.2,4.2
NY_GDP_PCAP,PF,2023,0.5,0.5
DT_TDS_DECT,TO,1985,3.21,3.21
DT_TDS_DECT,TO,1986,3.55,3.55
DT_TDS_DECT,TO,1987,3.5,3.5
DT_TDS_DECT,TO,1988,4,4
DT_TDS_DECT,TO,1989,3.06,3.06
DT_TDS_DECT,TO,1990,3.48,3.48
DT_TDS_DECT,TO,1991,4.35,4.35
DT_TDS_DECT,TO,1992,4.69,4.69
DT_TDS_DECT,TO,1993,4.46,4.46
DT_TDS_DECT,TO,2001,9.79,9.79
DT_TDS_DECT,TO,2002,8.89,8.89
DT_TDS_DECT,TO,2003,8.23,8.23
DT_TDS_DECT,TO,2004,8.63,8.63
DT_TDS_DECT,TO,2005,9.76,9.76
DT_TDS_DECT,TO,2006,8.58,8.58
DT_TDS_DECT,TO,2007,10.63,10.63
DT_TDS_DECT,TO,2008,8.75,8.75
DT_TDS_DECT,TO,2009,7.17,7.17
DT_TDS_DECT,TO,2010,9.32,9.32
DT_TDS_DECT,TO,2011,6.55,6.55
DT_TDS_DECT,TO,2012,6.15,6.15
DT_TDS_DECT,TO,2013,5.67,5.67
DT_TDS_DECT,TO,2014,6.73,6.73
DT_TDS_DECT,TO,2015,7.4,7.4
DT_TDS_DECT,TO,2016,5.14,5.14
DT_TDS_DECT,TO,2017,4.05,4.05
DT_TDS_DECT,TO,2018,6.66,6.66
DT_TDS_DECT,TO,2019,3.55,3.55
DT_TDS_DECT,TO,2020,4,4
DT_TDS_DECT,TO,2021,4.88,4.88
DT_TDS_DECT,TO,2022,10.98,10.98
DT_TDS_DECT,TO,2023,11.05,11.05
BX_TRF_PWKR,NC,2002,8.9,8.9
BX_TRF_PWKR,NC,2003,9.12,9.12
BX_TRF_PWKR,NC,2004,8.36,8.36
BX_TRF_PWKR,NC,2005,8.21,8.21
BX_TRF_PWKR,NC,2006,7.7,7.7
BX_TRF_PWKR,NC,2007,5.57,5.57
BX_TRF_PWKR,NC,2008,6,6
BX_TRF_PWKR,NC,2009,5.85,5.85
BX_TRF_PWKR,NC,2010,5.25,5.25
BX_TRF_PWKR,NC,2011,5.74,5.74
BX_TRF_PWKR,NC,2012,7.4,7.4
BX_TRF_PWKR,NC,2013,7.13,7.13
BX_TRF_PWKR,NC,2014,6.78,6.78
BX_TRF_PWKR,NC,2015,7.01,7.01
BX_TRF_PWKR,NC,2016,7.12,7.12
BX_TRF_PWKR,NC,2017,6.77,6.77
BX_TRF_PWKR,NC,2018,6.28,6.28
BX_TRF_PWKR,NC,2019,6.55,6.55
BX_TRF_PWKR,NC,2020,6.57,6.57
BX_TRF_PWKR,NC,2021,6.17,6.17
BX_TRF_PWKR,NC,2022,6.45,6.45
SL_EMP_EARN,WS,2012,4.2,4.2
SL_EMP_EARN,WS,2017,4.47,4.47
SL_EMP_EARN,WS,2022,5.79,5.79
SL_TLF_NEET,NC,2014,11.48,11.48
SL_TLF_NEET,NC,2017,36.62,36.62
SL_TLF_NEET,NC,2018,32.49,32.49
SL_TLF_NEET,NC,2019,26.98,26.98
SL_TLF_NEET,NC,2020,33.49,33.49
SL_TLF_NEET,NC,2022,22.88,22.88
SL_TLF_UEM,NC,2014,10.68,10.68
SL_TLF_UEM,NC,2017,8.09,8.09
SL_TLF_UEM,NC,2018,7.9,7.9
SL_TLF_UEM,NC,2019,8.2,8.2
SL_TLF_UEM,NC,2020,9.02,9.02
SL_TLF_UEM,NC,2022,7.74,7.74
SL_EMP_EARN,WS,2012,38.18,38.18
SL_EMP_EARN,WS,2017,13.89,13.89
SL_EMP_EARN,WS,2022,16.7,16.7
SL_TLF_UEM,FJ,2005,3.43,3.43
SL_TLF_UEM,FJ,2011,4.49,4.49
SL_TLF_UEM,FJ,2014,5.09,5.09
SL_TLF_UEM,FJ,2016,3.83,3.83
SL_TLF_UEM,VU,2019,1.3,1.3
SL_TLF_UEM,CK,2019,1.28,1.28
SL_TLF_UEM,WS,2013,1.6,1.6
SL_TLF_UEM,WS,2013,0,0
SI_POV_NAHC,MH,2019,9.6,9.6
SL_EMP_EARN,TO,2018,11.48,11.48
SL_EMP_EARN,TO,2021,19.63,19.63
SL_TLF_MANF,FM,2013,3.8,3.8
EG_ACS_ELEC,NC,2016,100,100
EG_ACS_ELEC,NC,2017,100,100
EG_ACS_ELEC,NC,2018,100,100
EG_ACS_ELEC,NC,2019,100,100
EG_ACS_ELEC,NC,2020,100,100
SI_POV_NAHC,KI,2019,19.9,19.9
SL_TLF_MANF,TO,2016,38.3,38.3
SL_TLF_NEET,MH,2019,40.4,40.4
SI_POV_DAY1,VU,2010,18.7,18.7
SI_POV_DAY1,VU,2019,1,1
SL_TLF_UEM,MH,2019,6.41,6.41
SL_TLF_UEM,PW,2013,0,0
SI_POV_NAHC,MH,2019,17.6,17.6
SL_TLF_UEM,VU,2006,12.47,12.47
SL_TLF_UEM,VU,2009,8.63,8.63
SL_TLF_UEM,VU,2010,4.81,4.81
SL_TLF_UEM,VU,2019,10.32,10.32
SL_TLF_UEM,VU,2020,9.76,9.76
SL_TLF_UEM,NR,2013,18.12,18.12
SL_TLF_UEM,FM,2013,24.4,24.4
SL_TLF_UEM,FM,2014,8.86,8.86
SL_TLF_UEM,NU,2001,2.29,2.29
SL_TLF_NEET,PG,2010,35.5,35.5
SL_TLF_NEET,PG,2022,27.69,27.69
SI_POV_NAHC,MH,2019,2.2,2.2
SL_TLF_UEM,SB,2012,4.1,4.1
SL_TLF_NEET,KI,2019,55,55
SI_POV_DAY1,FJ,2016,4.76,4.76
SL_TLF_NEET,CK,2016,21.97,21.97
SL_TLF_NEET,CK,2019,12.48,12.48
SL_TLF_UEM,SB,2012,1.7,1.7
EG_ACS_ELEC,VU,2016,57.8,57.8
EG_ACS_ELEC,VU,2017,62.8,62.8
EG_ACS_ELEC,VU,2018,61.8,61.8
EG_ACS_ELEC,VU,2019,64.6,64.6
EG_ACS_ELEC,VU,2020,67.3,67.3
EG_ACS_ELEC,VU,2023,61.6,61.6
SL_TLF_UEM,SB,2012,14.9,14.9
SI_POV_NAHC,MH,2019,24.7,24.7
SL_TLF_UEM,TV,2016,17.9,17.9
SL_TLF_UEM,TV,2017,28.21,28.21
SL_TLF_UEM,TV,2022,8.27,8.27
SI_POV_NAHC,MH,2019,22.1,22.1
SL_TLF_UEM,KI,2019,25,25
SI_POV_NAHC,PW,2013,23.1,23.1
SI_POV_NAHC,MH,2019,14.4,14.4
SI_POV_DAY1,SB,2016,8.9,8.9
SL_EMP_EARN,MH,2019,3.84,3.84
SI_POV_NAHC,PW,2013,18,18
BX_TRF_PWKR,VU,1982,8.17,8.17
BX_TRF_PWKR,VU,1983,6.09,6.09
BX_TRF_PWKR,VU,1984,5.86,5.86
